Roll No,Name,Dept,Email,Phone,Branch,Program
21A91A1205_2738,David Brown_6001,IT_9700,david.b@example.com_8067,9988776730,Information Tech_4101,B.Tech_1525
21A91A0502_5357,Jane Smith_7428,ECE_5628,jane.smith@example.com_6061,8765432153,Electronics_2077,B.Tech_5939
21A91A0401_2206,Mike Johnson_1111,ME_2465,mike.j@example.com_1400,7654321107,Mechanical_3256,M.Tech_9569
21A91A1205_4860,David Brown_7105,IT_7516,david.b@example.com_1541,9988776705,Information Tech_6799,B.Tech_8060
21A91A1205_4670,David Brown_9288,IT_8558,david.b@example.com_8728,9988776701,Information Tech_4501,B.Tech_3123
21A91A1205_1916,David Brown_5402,IT_6733,david.b@example.com_2091,9988776683,Information Tech_8841,B.Tech_1419
21A91A0501_3178,John Doe_8384,CSE_1920,john.doe@example.com_3451,9876543217,Computer Science_8630,B.Tech_7789
21A91A0502_2836,Jane Smith_2123,ECE_2498,jane.smith@example.com_6631,8765432173,Electronics_8771,B.Tech_4893
22A95A0101_1892,Sarah Wilson_1536,CE_4334,sarah.w@example.com_9925,6543211082,Civil_1949,B.Tech_8463
22A95A0101_5427,Sarah Wilson_5306,CE_3478,sarah.w@example.com_9280,6543211051,Civil_3088,B.Tech_9452
21A91A0401_4997,Mike Johnson_8324,ME_1667,mike.j@example.com_1244,7654321104,Mechanical_1528,M.Tech_7349
22A95A0101_6602,Sarah Wilson_2628,CE_2713,sarah.w@example.com_5388,6543210992,Civil_4109,B.Tech_3344
21A91A1205_9250,David Brown_3031,IT_9428,david.b@example.com_5789,9988776733,Information Tech_6096,B.Tech_8274
21A91A0501_9751,John Doe_4483,CSE_1621,john.doe@example.com_8958,9876543263,Computer Science_2389,B.Tech_1253
21A91A1205_7059,David Brown_5118,IT_5897,david.b@example.com_9878,9988776709,Information Tech_9113,B.Tech_3028
21A91A0401_1521,Mike Johnson_2724,ME_9613,mike.j@example.com_7005,7654321132,Mechanical_7950,M.Tech_3207
21A91A1205_4925,David Brown_6544,IT_8811,david.b@example.com_8588,9988776747,Information Tech_9153,B.Tech_5714
22A95A0101_6934,Sarah Wilson_3159,CE_6264,sarah.w@example.com_9890,6543211069,Civil_2067,B.Tech_1751
21A91A0502_1595,Jane Smith_7083,ECE_9696,jane.smith@example.com_7166,8765432183,Electronics_1457,B.Tech_7867
22A95A0101_9485,Sarah Wilson_5348,CE_8606,sarah.w@example.com_3743,6543211019,Civil_2014,B.Tech_3168
21A91A0502_4166,Jane Smith_5755,ECE_1623,jane.smith@example.com_2144,8765432122,Electronics_8466,B.Tech_4745
21A91A0502_5466,Jane Smith_6002,ECE_1465,jane.smith@example.com_4459,8765432145,Electronics_2514,B.Tech_8279
21A91A0501_2117,John Doe_1841,CSE_4397,john.doe@example.com_2429,9876543304,Computer Science_4018,B.Tech_4403
21A91A1205_3613,David Brown_4275,IT_6165,david.b@example.com_2133,9988776694,Information Tech_9411,B.Tech_1954
21A91A0502_1374,Jane Smith_3073,ECE_6062,jane.smith@example.com_4936,8765432127,Electronics_3293,B.Tech_6094
21A91A1205_1123,David Brown_6527,IT_1674,david.b@example.com_4445,9988776743,Information Tech_5111,B.Tech_4894
22A95A0101_2531,Sarah Wilson_4049,CE_2631,sarah.w@example.com_6899,6543211068,Civil_8709,B.Tech_1770
21A91A0501_1885,John Doe_2912,CSE_2671,john.doe@example.com_3104,9876543294,Computer Science_6788,B.Tech_2667
21A91A0502_5810,Jane Smith_3470,ECE_4734,jane.smith@example.com_7130,8765432158,Electronics_2995,B.Tech_9021
22A95A0101_4498,Sarah Wilson_6754,CE_5500,sarah.w@example.com_5743,6543211059,Civil_2598,B.Tech_6609
21A91A0501_8800,John Doe_1384,CSE_1527,john.doe@example.com_3333,9876543243,Computer Science_2567,B.Tech_4530
21A91A1205_9004,David Brown_7761,IT_7588,david.b@example.com_8844,9988776706,Information Tech_2616,B.Tech_9451
21A91A0401_9225,Mike Johnson_9486,ME_1399,mike.j@example.com_5692,7654321142,Mechanical_5139,M.Tech_3940
21A91A0501_5222,John Doe_2733,CSE_5768,john.doe@example.com_3864,9876543224,Computer Science_4876,B.Tech_5885
22A95A0101_8091,Sarah Wilson_3203,CE_1280,sarah.w@example.com_6024,6543211035,Civil_6043,B.Tech_9850
21A91A0401_7538,Mike Johnson_7064,ME_3443,mike.j@example.com_3309,7654321152,Mechanical_6489,M.Tech_1268
21A91A0501_2834,John Doe_8355,CSE_5938,john.doe@example.com_5211,9876543298,Computer Science_5017,B.Tech_3180
21A91A0501_9951,John Doe_2903,CSE_8640,john.doe@example.com_4784,9876543247,Computer Science_3283,B.Tech_3049
22A95A0101_8144,Sarah Wilson_1112,CE_1712,sarah.w@example.com_3869,6543211055,Civil_3883,B.Tech_6722
21A91A0501_9859,John Doe_8645,CSE_7244,john.doe@example.com_5892,9876543281,Computer Science_9935,B.Tech_8713
21A91A1205_9055,David Brown_8138,IT_1511,david.b@example.com_6431,9988776677,Information Tech_9751,B.Tech_1133
21A91A0401_7311,Mike Johnson_4200,ME_4209,mike.j@example.com_5130,7654321128,Mechanical_2408,M.Tech_8136
21A91A0401_6795,Mike Johnson_4496,ME_4353,mike.j@example.com_6547,7654321133,Mechanical_4450,M.Tech_3169
21A91A0401_3866,Mike Johnson_7480,ME_5369,mike.j@example.com_9031,7654321183,Mechanical_6488,M.Tech_4878
21A91A0502_7105,Jane Smith_7830,ECE_9966,jane.smith@example.com_9516,8765432145,Electronics_7840,B.Tech_8515
22A95A0101_9796,Sarah Wilson_1299,CE_5483,sarah.w@example.com_7180,6543211059,Civil_8698,B.Tech_5896
21A91A0401_4821,Mike Johnson_1209,ME_5586,mike.j@example.com_6802,7654321114,Mechanical_4806,M.Tech_8018
21A91A1205_9730,David Brown_2836,IT_5003,david.b@example.com_2175,9988776685,Information Tech_6438,B.Tech_4575
21A91A0501_2593,John Doe_6804,CSE_1322,john.doe@example.com_2281,9876543265,Computer Science_6489,B.Tech_9440
21A91A0401_8384,Mike Johnson_6566,ME_8260,mike.j@example.com_6416,7654321116,Mechanical_2956,M.Tech_9186
22A95A0101_9419,Sarah Wilson_9469,CE_6021,sarah.w@example.com_5173,6543211011,Civil_3626,B.Tech_3909
21A91A0502_1534,Jane Smith_3927,ECE_4604,jane.smith@example.com_1533,8765432157,Electronics_3096,B.Tech_9300
21A91A0501_5861,John Doe_8126,CSE_4795,john.doe@example.com_3891,9876543222,Computer Science_4814,B.Tech_5563
21A91A0502_8899,Jane Smith_7772,ECE_2092,jane.smith@example.com_2305,8765432124,Electronics_5037,B.Tech_4721
21A91A1205_9850,David Brown_2064,IT_6366,david.b@example.com_9980,9988776677,Information Tech_7522,B.Tech_1722
21A91A1205_6987,David Brown_7041,IT_5725,david.b@example.com_6892,9988776657,Information Tech_7198,B.Tech_1974
21A91A0502_6405,Jane Smith_7156,ECE_6565,jane.smith@example.com_7202,8765432187,Electronics_5771,B.Tech_3178
21A91A1205_3463,David Brown_4951,IT_5618,david.b@example.com_8639,9988776666,Information Tech_3406,B.Tech_7755
21A91A0502_2858,Jane Smith_2418,ECE_6876,jane.smith@example.com_2804,8765432111,Electronics_1933,B.Tech_1162
21A91A0401_5866,Mike Johnson_7775,ME_6323,mike.j@example.com_7124,7654321178,Mechanical_3936,M.Tech_5697
21A91A0502_9699,Jane Smith_2039,ECE_7660,jane.smith@example.com_5243,8765432137,Electronics_8290,B.Tech_1025
21A91A0501_7767,John Doe_1459,CSE_1811,john.doe@example.com_9762,9876543262,Computer Science_1876,B.Tech_1899
21A91A1205_5810,David Brown_8100,IT_5320,david.b@example.com_7531,9988776742,Information Tech_1095,B.Tech_9337
21A91A0502_2936,Jane Smith_4321,ECE_6753,jane.smith@example.com_7349,8765432164,Electronics_9277,B.Tech_4280
22A95A0101_6286,Sarah Wilson_4589,CE_8076,sarah.w@example.com_4678,6543211048,Civil_7960,B.Tech_7561
22A95A0101_9219,Sarah Wilson_9935,CE_5266,sarah.w@example.com_8035,6543211073,Civil_7016,B.Tech_8820
21A91A0501_9313,John Doe_7030,CSE_2452,john.doe@example.com_3733,9876543274,Computer Science_8059,B.Tech_8225
21A91A0502_8730,Jane Smith_6303,ECE_1630,jane.smith@example.com_8307,8765432112,Electronics_7172,B.Tech_5781
21A91A0401_2612,Mike Johnson_6720,ME_9651,mike.j@example.com_2550,7654321158,Mechanical_4446,M.Tech_5598
21A91A1205_6283,David Brown_4720,IT_4309,david.b@example.com_1539,9988776656,Information Tech_4242,B.Tech_9636
21A91A0401_5640,Mike Johnson_4713,ME_7802,mike.j@example.com_6881,7654321177,Mechanical_2030,M.Tech_2486
21A91A0501_3847,John Doe_8989,CSE_9766,john.doe@example.com_5396,9876543266,Computer Science_8806,B.Tech_1481
21A91A0401_4457,Mike Johnson_6433,ME_9314,mike.j@example.com_1746,7654321165,Mechanical_4219,M.Tech_5924
21A91A0401_8546,Mike Johnson_8979,ME_3617,mike.j@example.com_8296,7654321152,Mechanical_1795,M.Tech_2373
22A95A0101_4895,Sarah Wilson_2217,CE_7263,sarah.w@example.com_9392,6543211026,Civil_9576,B.Tech_2774
21A91A0501_7159,John Doe_9756,CSE_5655,john.doe@example.com_1627,9876543253,Computer Science_6376,B.Tech_4291
21A91A0401_5540,Mike Johnson_4094,ME_1800,mike.j@example.com_8769,7654321184,Mechanical_4344,M.Tech_8609
21A91A0401_7875,Mike Johnson_8212,ME_5656,mike.j@example.com_5972,7654321107,Mechanical_5529,M.Tech_9008
22A95A0101_1258,Sarah Wilson_3293,CE_7760,sarah.w@example.com_9237,6543211049,Civil_2854,B.Tech_5653
21A91A1205_8525,David Brown_7178,IT_3633,david.b@example.com_6873,9988776724,Information Tech_4383,B.Tech_5629
22A95A0101_2007,Sarah Wilson_4172,CE_8039,sarah.w@example.com_1051,6543211086,Civil_6628,B.Tech_7252
21A91A0502_4948,Jane Smith_2948,ECE_2005,jane.smith@example.com_7219,8765432176,Electronics_9394,B.Tech_1338
21A91A0502_5988,Jane Smith_8514,ECE_7582,jane.smith@example.com_1188,8765432175,Electronics_5318,B.Tech_7143
22A95A0101_2463,Sarah Wilson_8457,CE_5659,sarah.w@example.com_5520,6543211058,Civil_4481,B.Tech_3250
21A91A0501_1967,John Doe_5280,CSE_2193,john.doe@example.com_9759,9876543286,Computer Science_2166,B.Tech_3574
21A91A0502_5652,Jane Smith_5984,ECE_6535,jane.smith@example.com_9304,8765432201,Electronics_6526,B.Tech_9483
21A91A0501_9039,John Doe_2109,CSE_2663,john.doe@example.com_2137,9876543225,Computer Science_1077,B.Tech_2642
21A91A1205_8166,David Brown_2290,IT_7337,david.b@example.com_9344,9988776719,Information Tech_7654,B.Tech_9553
21A91A1205_6135,David Brown_9866,IT_3328,david.b@example.com_6734,9988776682,Information Tech_2095,B.Tech_7392
21A91A0401_2900,Mike Johnson_8421,ME_1860,mike.j@example.com_3581,7654321158,Mechanical_8444,M.Tech_7358
22A95A0101_2045,Sarah Wilson_7115,CE_2447,sarah.w@example.com_4193,6543211013,Civil_2554,B.Tech_5795
21A91A1205_7142,David Brown_2375,IT_8901,david.b@example.com_2727,9988776658,Information Tech_3973,B.Tech_9803
22A95A0101_9863,Sarah Wilson_3063,CE_9371,sarah.w@example.com_1070,6543211027,Civil_9236,B.Tech_5305
21A91A0502_3590,Jane Smith_5146,ECE_7511,jane.smith@example.com_5269,8765432203,Electronics_8814,B.Tech_7407
21A91A0501_8412,John Doe_8705,CSE_1390,john.doe@example.com_3892,9876543239,Computer Science_7557,B.Tech_3177
22A95A0101_9784,Sarah Wilson_4190,CE_2618,sarah.w@example.com_5421,6543211013,Civil_8055,B.Tech_2692
21A91A0502_4324,Jane Smith_6130,ECE_2409,jane.smith@example.com_9121,8765432139,Electronics_7495,B.Tech_4059
21A91A0501_6909,John Doe_6115,CSE_5102,john.doe@example.com_4272,9876543224,Computer Science_8383,B.Tech_1886
22A95A0101_2666,Sarah Wilson_7498,CE_6207,sarah.w@example.com_8284,6543211016,Civil_2813,B.Tech_6411
21A91A0401_6002,Mike Johnson_8760,ME_7317,mike.j@example.com_1251,7654321140,Mechanical_8842,M.Tech_6719
21A91A0502_5469,Jane Smith_9726,ECE_9142,jane.smith@example.com_5893,8765432120,Electronics_2123,B.Tech_3854
21A91A1205_3909,David Brown_2000,IT_8257,david.b@example.com_2960,9988776700,Information Tech_5499,B.Tech_6007
21A91A0501_2568,John Doe_2624,CSE_7611,john.doe@example.com_9554,9876543272,Computer Science_3408,B.Tech_9058
21A91A0401_9154,Mike Johnson_3781,ME_6947,mike.j@example.com_6043,7654321105,Mechanical_2501,M.Tech_8107
22A95A0101_9640,Sarah Wilson_7275,CE_4778,sarah.w@example.com_7132,6543211041,Civil_3302,B.Tech_9968
21A91A0501_1781,John Doe_4434,CSE_5514,john.doe@example.com_5449,9876543259,Computer Science_4749,B.Tech_8144
21A91A0501_3582,John Doe_1473,CSE_2476,john.doe@example.com_9168,9876543256,Computer Science_6959,B.Tech_1577
21A91A1205_4082,David Brown_3433,IT_3675,david.b@example.com_7704,9988776712,Information Tech_5349,B.Tech_4925
21A91A0501_3987,John Doe_4322,CSE_7034,john.doe@example.com_5042,9876543239,Computer Science_5555,B.Tech_2491
22A95A0101_8360,Sarah Wilson_4203,CE_7550,sarah.w@example.com_1001,6543211072,Civil_8480,B.Tech_2045
21A91A0502_2925,Jane Smith_2654,ECE_3260,jane.smith@example.com_7839,8765432192,Electronics_7537,B.Tech_3512
21A91A0401_6034,Mike Johnson_8971,ME_6992,mike.j@example.com_4497,7654321141,Mechanical_4306,M.Tech_5244
21A91A0501_2641,John Doe_1121,CSE_5499,john.doe@example.com_9319,9876543226,Computer Science_2902,B.Tech_4793
21A91A0401_9852,Mike Johnson_8786,ME_2193,mike.j@example.com_3357,7654321140,Mechanical_4305,M.Tech_6031
21A91A0502_7107,Jane Smith_6840,ECE_8368,jane.smith@example.com_9750,8765432157,Electronics_5705,B.Tech_7406
21A91A1205_8360,David Brown_5511,IT_1081,david.b@example.com_3326,9988776717,Information Tech_5249,B.Tech_7326
22A95A0101_3790,Sarah Wilson_7172,CE_7812,sarah.w@example.com_8328,6543211019,Civil_9569,B.Tech_5237
21A91A0401_2434,Mike Johnson_3748,ME_8256,mike.j@example.com_1959,7654321137,Mechanical_5878,M.Tech_5628
21A91A0502_7737,Jane Smith_5004,ECE_2588,jane.smith@example.com_8883,8765432184,Electronics_5653,B.Tech_2773
21A91A0502_8343,Jane Smith_6632,ECE_1844,jane.smith@example.com_8299,8765432189,Electronics_3862,B.Tech_5315
22A95A0101_5487,Sarah Wilson_2833,CE_8010,sarah.w@example.com_4469,6543211046,Civil_7478,B.Tech_4691
21A91A0502_5169,Jane Smith_1302,ECE_7750,jane.smith@example.com_4728,8765432123,Electronics_7086,B.Tech_3187
21A91A0501_1490,John Doe_9949,CSE_2908,john.doe@example.com_7935,9876543256,Computer Science_8715,B.Tech_5665
22A95A0101_4164,Sarah Wilson_1905,CE_4003,sarah.w@example.com_5286,6543211014,Civil_8807,B.Tech_3477
22A95A0101_3358,Sarah Wilson_1859,CE_7072,sarah.w@example.com_9751,6543210988,Civil_8791,B.Tech_9581
21A91A0501_4273,John Doe_8888,CSE_5843,john.doe@example.com_4931,9876543290,Computer Science_6997,B.Tech_5412
21A91A0502_4166,Jane Smith_1960,ECE_8147,jane.smith@example.com_2567,8765432197,Electronics_4837,B.Tech_4908
21A91A1205_5612,David Brown_5641,IT_7623,david.b@example.com_8227,9988776688,Information Tech_3926,B.Tech_7305
22A95A0101_4264,Sarah Wilson_2325,CE_6626,sarah.w@example.com_5220,6543210995,Civil_9650,B.Tech_5613
22A95A0101_3076,Sarah Wilson_5764,CE_1526,sarah.w@example.com_4065,6543211018,Civil_6892,B.Tech_9612
21A91A0502_5911,Jane Smith_5081,ECE_1117,jane.smith@example.com_5631,8765432117,Electronics_6356,B.Tech_6029
21A91A0501_1092,John Doe_5061,CSE_6541,john.doe@example.com_9618,9876543245,Computer Science_4705,B.Tech_9075
21A91A0501_6707,John Doe_9776,CSE_4500,john.doe@example.com_1058,9876543218,Computer Science_3559,B.Tech_4969
21A91A0502_6281,Jane Smith_6245,ECE_9885,jane.smith@example.com_8031,8765432178,Electronics_1211,B.Tech_2956
21A91A0501_5789,John Doe_9874,CSE_5833,john.doe@example.com_5927,9876543257,Computer Science_6748,B.Tech_9001
22A95A0101_2714,Sarah Wilson_4709,CE_7944,sarah.w@example.com_4155,6543211056,Civil_8719,B.Tech_7535
22A95A0101_8904,Sarah Wilson_4227,CE_3079,sarah.w@example.com_4525,6543211006,Civil_4113,B.Tech_1329
21A91A0502_6473,Jane Smith_8198,ECE_3940,jane.smith@example.com_5912,8765432174,Electronics_3688,B.Tech_4585
22A95A0101_2418,Sarah Wilson_8776,CE_3930,sarah.w@example.com_9444,6543210997,Civil_2378,B.Tech_9383
21A91A1205_1219,David Brown_4300,IT_1953,david.b@example.com_5287,9988776716,Information Tech_5547,B.Tech_5105
21A91A1205_7320,David Brown_7002,IT_2585,david.b@example.com_2096,9988776696,Information Tech_7201,B.Tech_3415
22A95A0101_8614,Sarah Wilson_7172,CE_3302,sarah.w@example.com_4483,6543211025,Civil_3365,B.Tech_3393
22A95A0101_3585,Sarah Wilson_9720,CE_1195,sarah.w@example.com_9969,6543211059,Civil_7017,B.Tech_9365
22A95A0101_6531,Sarah Wilson_2049,CE_5868,sarah.w@example.com_8746,6543211042,Civil_1131,B.Tech_7417
21A91A0502_4580,Jane Smith_3957,ECE_2978,jane.smith@example.com_1532,8765432114,Electronics_1263,B.Tech_4529
21A91A0401_3609,Mike Johnson_1864,ME_1553,mike.j@example.com_1721,7654321186,Mechanical_7214,M.Tech_6757
21A91A1205_9167,David Brown_7724,IT_4639,david.b@example.com_6319,9988776714,Information Tech_4820,B.Tech_3658
21A91A0401_2786,Mike Johnson_4546,ME_7122,mike.j@example.com_4010,7654321138,Mechanical_9320,M.Tech_1818
22A95A0101_2693,Sarah Wilson_6214,CE_5957,sarah.w@example.com_7237,6543211074,Civil_3968,B.Tech_5067
21A91A1205_6071,David Brown_1720,IT_8892,david.b@example.com_7589,9988776754,Information Tech_9719,B.Tech_9524
21A91A0401_8115,Mike Johnson_1287,ME_7598,mike.j@example.com_9745,7654321179,Mechanical_4387,M.Tech_4015
21A91A0502_7446,Jane Smith_9286,ECE_2068,jane.smith@example.com_6551,8765432150,Electronics_7492,B.Tech_7798
21A91A0401_5628,Mike Johnson_1314,ME_2000,mike.j@example.com_8524,7654321158,Mechanical_8534,M.Tech_2277
22A95A0101_4895,Sarah Wilson_5441,CE_6379,sarah.w@example.com_3100,6543210989,Civil_4669,B.Tech_7048
22A95A0101_2607,Sarah Wilson_8444,CE_5562,sarah.w@example.com_6061,6543210991,Civil_3420,B.Tech_1748
21A91A0502_6734,Jane Smith_5078,ECE_9334,jane.smith@example.com_1351,8765432205,Electronics_8641,B.Tech_3029
21A91A1205_9207,David Brown_7910,IT_3037,david.b@example.com_3090,9988776691,Information Tech_9416,B.Tech_6015
22A95A0101_9697,Sarah Wilson_7481,CE_6509,sarah.w@example.com_9985,6543211065,Civil_3514,B.Tech_9854
21A91A1205_3436,David Brown_2217,IT_6970,david.b@example.com_8765,9988776690,Information Tech_4809,B.Tech_7963
21A91A0501_7558,John Doe_5219,CSE_5250,john.doe@example.com_8080,9876543269,Computer Science_3020,B.Tech_8360
21A91A0401_9819,Mike Johnson_3657,ME_3067,mike.j@example.com_6258,7654321170,Mechanical_6284,M.Tech_6757
21A91A1205_1389,David Brown_4586,IT_4447,david.b@example.com_9292,9988776728,Information Tech_5730,B.Tech_5161
22A95A0101_4815,Sarah Wilson_2248,CE_9382,sarah.w@example.com_2390,6543211065,Civil_1952,B.Tech_3266
21A91A0401_4358,Mike Johnson_6652,ME_9072,mike.j@example.com_4394,7654321100,Mechanical_7032,M.Tech_1755
22A95A0101_2795,Sarah Wilson_7046,CE_9685,sarah.w@example.com_2395,6543211028,Civil_3214,B.Tech_7839
21A91A0401_7193,Mike Johnson_1753,ME_4789,mike.j@example.com_8228,7654321158,Mechanical_3305,M.Tech_2311
21A91A0401_8146,Mike Johnson_3059,ME_7662,mike.j@example.com_1242,7654321126,Mechanical_8282,M.Tech_9464
21A91A0401_7408,Mike Johnson_2686,ME_7681,mike.j@example.com_9667,7654321187,Mechanical_2873,M.Tech_9080
21A91A0501_7050,John Doe_7404,CSE_5843,john.doe@example.com_4936,9876543248,Computer Science_6434,B.Tech_2334
21A91A1205_9891,David Brown_2422,IT_3644,david.b@example.com_7816,9988776674,Information Tech_9906,B.Tech_8987
21A91A0501_5043,John Doe_9445,CSE_9087,john.doe@example.com_9406,9876543306,Computer Science_1411,B.Tech_3293
22A95A0101_2476,Sarah Wilson_1677,CE_4013,sarah.w@example.com_1419,6543211006,Civil_4117,B.Tech_6586
21A91A0401_6809,Mike Johnson_3896,ME_5581,mike.j@example.com_3985,7654321121,Mechanical_3041,M.Tech_1963
21A91A0401_2812,Mike Johnson_8705,ME_4142,mike.j@example.com_5550,7654321146,Mechanical_2635,M.Tech_7087
21A91A0501_6621,John Doe_9358,CSE_2372,john.doe@example.com_2713,9876543258,Computer Science_2211,B.Tech_1385
21A91A0401_1849,Mike Johnson_7159,ME_7193,mike.j@example.com_9696,7654321180,Mechanical_8963,M.Tech_6212
21A91A0502_2752,Jane Smith_7556,ECE_7687,jane.smith@example.com_6456,8765432117,Electronics_9690,B.Tech_5349
21A91A0502_8051,Jane Smith_6897,ECE_6801,jane.smith@example.com_9641,8765432193,Electronics_7304,B.Tech_4008
21A91A1205_2898,David Brown_1949,IT_5539,david.b@example.com_4636,9988776731,Information Tech_6044,B.Tech_4930
21A91A0401_2132,Mike Johnson_8922,ME_2818,mike.j@example.com_3347,7654321101,Mechanical_5922,M.Tech_4700
21A91A1205_1411,David Brown_8673,IT_5213,david.b@example.com_2746,9988776694,Information Tech_2988,B.Tech_2271
21A91A1205_7485,David Brown_3468,IT_8204,david.b@example.com_1880,9988776705,Information Tech_8839,B.Tech_7552
22A95A0101_8441,Sarah Wilson_6036,CE_4863,sarah.w@example.com_4577,6543211007,Civil_4690,B.Tech_8369
21A91A1205_1868,David Brown_3990,IT_2362,david.b@example.com_7075,9988776738,Information Tech_4775,B.Tech_6342
21A91A0502_1009,Jane Smith_4055,ECE_8772,jane.smith@example.com_4654,8765432115,Electronics_1903,B.Tech_5418
21A91A1205_5978,David Brown_8297,IT_6410,david.b@example.com_2041,9988776702,Information Tech_9873,B.Tech_7951
21A91A0502_4402,Jane Smith_3730,ECE_3988,jane.smith@example.com_1956,8765432123,Electronics_4508,B.Tech_5561
21A91A0401_4799,Mike Johnson_5473,ME_9530,mike.j@example.com_5859,7654321170,Mechanical_5784,M.Tech_3130
21A91A1205_2023,David Brown_6111,IT_2828,david.b@example.com_1036,9988776713,Information Tech_9235,B.Tech_6435
21A91A0501_9890,John Doe_7500,CSE_7237,john.doe@example.com_1965,9876543231,Computer Science_9295,B.Tech_3468
22A95A0101_2898,Sarah Wilson_3916,CE_4396,sarah.w@example.com_2629,6543210988,Civil_1237,B.Tech_8929
21A91A0502_6804,Jane Smith_4333,ECE_6318,jane.smith@example.com_4678,8765432194,Electronics_6020,B.Tech_8992
21A91A1205_1185,David Brown_6891,IT_4210,david.b@example.com_5463,9988776708,Information Tech_6266,B.Tech_4935
21A91A0401_8504,Mike Johnson_1407,ME_4533,mike.j@example.com_2284,7654321127,Mechanical_3550,M.Tech_3636
22A95A0101_3992,Sarah Wilson_6449,CE_1947,sarah.w@example.com_2626,6543211021,Civil_6740,B.Tech_2356
21A91A0401_1572,Mike Johnson_4960,ME_4553,mike.j@example.com_7255,7654321140,Mechanical_8685,M.Tech_1023
21A91A1205_4048,David Brown_5080,IT_5330,david.b@example.com_4420,9988776725,Information Tech_4096,B.Tech_2987
21A91A1205_8232,David Brown_2027,IT_4969,david.b@example.com_5526,9988776722,Information Tech_3338,B.Tech_7207
21A91A0502_1823,Jane Smith_5668,ECE_2853,jane.smith@example.com_1683,8765432207,Electronics_1397,B.Tech_8341
21A91A0501_2844,John Doe_3566,CSE_6952,john.doe@example.com_1530,9876543243,Computer Science_4548,B.Tech_9913
21A91A1205_2262,David Brown_2736,IT_2558,david.b@example.com_5532,9988776698,Information Tech_3728,B.Tech_7029
21A91A0401_3157,Mike Johnson_3669,ME_9627,mike.j@example.com_1360,7654321148,Mechanical_1348,M.Tech_9554
21A91A0502_3067,Jane Smith_3681,ECE_1505,jane.smith@example.com_8651,8765432197,Electronics_8042,B.Tech_1642
21A91A0502_7299,Jane Smith_8097,ECE_2568,jane.smith@example.com_5599,8765432132,Electronics_2310,B.Tech_2683
21A91A0502_9306,Jane Smith_2258,ECE_6883,jane.smith@example.com_8607,8765432196,Electronics_6451,B.Tech_7200
21A91A0501_8554,John Doe_1660,CSE_4635,john.doe@example.com_6891,9876543224,Computer Science_8903,B.Tech_4230
21A91A0502_3332,Jane Smith_9378,ECE_3270,jane.smith@example.com_6503,8765432148,Electronics_9922,B.Tech_6112
21A91A0401_9584,Mike Johnson_1002,ME_7172,mike.j@example.com_1887,7654321112,Mechanical_8940,M.Tech_7047
21A91A0502_2297,Jane Smith_9522,ECE_6933,jane.smith@example.com_9607,8765432127,Electronics_6745,B.Tech_1129
21A91A1205_9852,David Brown_7222,IT_5462,david.b@example.com_6089,9988776684,Information Tech_9288,B.Tech_4255
22A95A0101_5974,Sarah Wilson_8066,CE_5598,sarah.w@example.com_8729,6543211023,Civil_7166,B.Tech_6027
21A91A1205_6837,David Brown_9692,IT_9052,david.b@example.com_4357,9988776690,Information Tech_1586,B.Tech_1631
21A91A1205_5036,David Brown_4198,IT_3434,david.b@example.com_5085,9988776743,Information Tech_2993,B.Tech_9178
21A91A0502_3351,Jane Smith_3554,ECE_8032,jane.smith@example.com_1511,8765432192,Electronics_2318,B.Tech_5558
21A91A1205_1161,David Brown_5762,IT_6268,david.b@example.com_2394,9988776720,Information Tech_1894,B.Tech_5873
22A95A0101_1122,Sarah Wilson_3146,CE_6923,sarah.w@example.com_9726,6543211030,Civil_5936,B.Tech_9173
21A91A0501_5003,John Doe_8648,CSE_3674,john.doe@example.com_8787,9876543281,Computer Science_7650,B.Tech_6678
22A95A0101_8053,Sarah Wilson_5440,CE_1185,sarah.w@example.com_5542,6543211035,Civil_7424,B.Tech_5924
22A95A0101_9952,Sarah Wilson_6987,CE_2999,sarah.w@example.com_9463,6543211050,Civil_2225,B.Tech_8210
21A91A0501_4860,John Doe_4060,CSE_3045,john.doe@example.com_4702,9876543253,Computer Science_5325,B.Tech_9598
21A91A0401_7546,Mike Johnson_8040,ME_5972,mike.j@example.com_4187,7654321147,Mechanical_9929,M.Tech_6137
21A91A0501_1277,John Doe_5327,CSE_1219,john.doe@example.com_4393,9876543292,Computer Science_7512,B.Tech_6071
21A91A0502_4637,Jane Smith_6803,ECE_7427,jane.smith@example.com_9266,8765432148,Electronics_5236,B.Tech_3849
22A95A0101_7546,Sarah Wilson_3860,CE_8218,sarah.w@example.com_3215,6543211037,Civil_8350,B.Tech_5233
21A91A0501_3650,John Doe_7795,CSE_8679,john.doe@example.com_6144,9876543237,Computer Science_7565,B.Tech_3983
21A91A0502_3058,Jane Smith_8662,ECE_7207,jane.smith@example.com_1542,8765432191,Electronics_9778,B.Tech_8183
22A95A0101_6663,Sarah Wilson_2671,CE_3270,sarah.w@example.com_9891,6543211010,Civil_7483,B.Tech_7081
21A91A1205_6600,David Brown_8035,IT_9986,david.b@example.com_3599,9988776662,Information Tech_1482,B.Tech_1886
21A91A0501_2064,John Doe_3448,CSE_1101,john.doe@example.com_3340,9876543269,Computer Science_6470,B.Tech_1692
